Sexo;Provincias;Municipios;Edad (grupos quinquenales);Periodo;Total
Total;13 Ciudad Real;13096 Villarrubia de los Ojos;De 95 a 99 años;1 de enero de 2020;31
Total;13 Ciudad Real;13096 Villarrubia de los Ojos;100 y más años;1 de enero de 2020;5
Total;13 Ciudad Real;13097 Villarta de San Juan;Todas las edades;1 de enero de 2020;2.739
Total;13 Ciudad Real;13097 Villarta de San Juan;De 0 a 4 años;1 de enero de 2020;102
Total;13 Ciudad Real;13097 Villarta de San Juan;De 5 a 9 años;1 de enero de 2020;125
Total;13 Ciudad Real;13097 Villarta de San Juan;De 10 a 14 años;1 de enero de 2020;136
Total;13 Ciudad Real;13097 Villarta de San Juan;De 65 a 69 años;1 de enero de 2020;149
Total;13 Ciudad Real;13097 Villarta de San Juan;De 70 a 74 años;1 de enero de 2020;138
Total;13 Ciudad Real;13097 Villarta de San Juan;De 75 a 79 años;1 de enero de 2020;135
Total;13 Ciudad Real;13097 Villarta de San Juan;De 80 a 84 años;1 de enero de 2020;91
Total;13 Ciudad Real;13097 Villarta de San Juan;De 85 a 89 años;1 de enero de 2020;84
Total;13 Ciudad Real;13097 Villarta de San Juan;De 90 a 94 años;1 de enero de 2020;28
Total;13 Ciudad Real;13097 Villarta de San Juan;De 95 a 99 años;1 de enero de 2020;5
Total;13 Ciudad Real;13097 Villarta de San Juan;100 y más años;1 de enero de 2020;0
Total;13 Ciudad Real;13098 Viso del Marqués;Todas las edades;1 de enero de 2020;2.256
Total;13 Ciudad Real;13098 Viso del Marqués;De 0 a 4 años;1 de enero de 2020;48
Total;13 Ciudad Real;13098 Viso del Marqués;De 5 a 9 años;1 de enero de 2020;72
Total;13 Ciudad Real;13098 Viso del Marqués;De 10 a 14 años;1 de enero de 2020;99
Total;13 Ciudad Real;13098 Viso del Marqués;De 65 a 69 años;1 de enero de 2020;132
Total;13 Ciudad Real;13098 Viso del Marqués;De 70 a 74 años;1 de enero de 2020;144
Total;13 Ciudad Real;13098 Viso del Marqués;De 75 a 79 años;1 de enero de 2020;133
Total;13 Ciudad Real;13098 Viso del Marqués;De 80 a 84 años;1 de enero de 2020;129
Total;13 Ciudad Real;13098 Viso del Marqués;De 85 a 89 años;1 de enero de 2020;113
Total;13 Ciudad Real;13098 Viso del Marqués;De 90 a 94 años;1 de enero de 2020;38
Total;13 Ciudad Real;13098 Viso del Marqués;De 95 a 99 años;1 de enero de 2020;4
Total;13 Ciudad Real;13098 Viso del Marqués;100 y más años;1 de enero de 2020;1
